,Title,Price,Date
123,P99414115,99414115,1589-08-07
124,P72831321,72831321,1240-03-22
125,P53589562,53589562,1165-04-07
126,P23673359,23673359,3062-12-11
127,P80748053,80748053,1702-10-13
128,P76239109,76239109,3838-09-22
129,P5312878,5312878,1454-05-14
130,P96604427,96604427,1921-06-25
131,P17993192,17993192,1557-11-30
132,P30899890,30899890,1810-03-01
133,P62190826,62190826,2091-03-24
134,P40604641,40604641,3639-03-09
135,P68667710,68667710,3909-03-20
136,P20678226,20678226,2394-02-27
137,P20506179,20506179,2451-10-01
138,P44766484,44766484,2373-07-22
139,P58420117,58420117,2135-02-16
140,P41815994,41815994,3120-04-09
141,P85449878,85449878,3822-08-05
142,P47724365,47724365,1914-02-16
143,P27068061,27068061,3146-03-27
144,P88337045,88337045,2061-11-03
145,P12226145,12226145,1609-01-13
146,P28081904,28081904,3770-04-17
147,P12162339,12162339,2330-10-07
148,P95042374,95042374,3260-02-24
149,P31659648,31659648,3930-09-07
150,P87946098,87946098,3482-07-24
151,P45460664,45460664,1140-06-17
152,P8563756,8563756,2232-09-15
153,P628986,628986,1355-11-12
154,P99620988,99620988,3674-11-15
155,P935598,935598,1790-05-15
156,P99948672,99948672,3667-01-15
157,P26901404,26901404,3570-01-14
158,P92604643,92604643,2662-07-10
159,P85716293,85716293,1203-07-16
160,P43559399,43559399,3988-06-03
161,P56184731,56184731,2987-08-13
162,P91984124,91984124,3211-09-20
163,P68865154,68865154,2988-03-21
164,P73604620,73604620,2471-01-16
165,P71341484,71341484,3759-10-07
166,P91982256,91982256,1991-08-28
167,P24654264,24654264,2610-12-07
168,P3432034,3432034,1566-09-11
169,P84599333,84599333,2894-04-13
170,P22604036,22604036,3286-06-16
171,P89355964,89355964,2257-06-11
172,P41194833,41194833,3218-10-29
173,P88586184,88586184,3333-04-22
174,P82116215,82116215,3860-06-28
175,P89315388,89315388,3345-11-22
176,P69700930,69700930,1921-09-29
177,P93673883,93673883,3004-07-21
178,P6216755,6216755,2259-07-11
179,P44174950,44174950,2695-03-03
180,P52557066,52557066,3358-01-10
181,P7177185,7177185,3902-06-24
182,P56436094,56436094,2052-07-14
183,P52366162,52366162,1106-04-19
184,P70470373,70470373,1032-07-27
185,P91315870,91315870,2428-07-08
186,P19614689,19614689,2591-04-14
187,P68434726,68434726,1842-10-08
188,P89178310,89178310,2464-12-24
189,P54183993,54183993,1355-12-15
190,P21243247,21243247,2464-05-06
191,P35101772,35101772,2137-03-05
192,P17911684,17911684,3093-11-09
193,P42842219,42842219,2189-03-22
194,P30673351,30673351,2820-04-26
195,P61971782,61971782,1493-02-09
196,P36532587,36532587,3043-05-11
197,P97562976,97562976,1633-05-23
198,P4804434,4804434,1331-01-27
199,P49366394,49366394,3552-04-06
200,P72706475,72706475,2246-05-11
201,P23417379,23417379,2022-07-05
202,P76280637,76280637,1690-12-17
203,P26355700,26355700,3406-05-15
204,P7399174,7399174,3540-11-04
205,P76324906,76324906,3781-03-17
206,P51276348,51276348,3787-11-25
207,P2951383,2951383,1209-03-04
208,P47407891,47407891,1260-10-22
209,P63999938,63999938,3285-08-25
210,P14477466,14477466,2444-11-17
211,P17109495,17109495,2136-06-11
212,P11237917,11237917,2605-05-12
213,P52955638,52955638,2543-02-07
214,P12692431,12692431,3399-11-04
215,P14478746,14478746,2412-11-27
216,P69609632,69609632,2731-03-07
217,P32731221,32731221,1261-02-01
218,P59371678,59371678,1739-03-12
219,P7535721,7535721,2217-12-30
220,P66652936,66652936,3650-12-01
221,P43797282,43797282,2020-12-21
222,P33850250,33850250,3112-02-02
223,P62331477,62331477,2655-12-20
224,P66993758,66993758,2536-04-24
225,P96593098,96593098,3986-05-04
226,P68602580,68602580,2171-02-02
227,P58732603,58732603,1731-06-16
228,P91450715,91450715,3126-08-12
229,P46705738,46705738,2869-05-07
230,P61728865,61728865,3266-06-11
231,P98768665,98768665,2766-07-03
232,P81749352,81749352,1047-11-26
233,P36492074,36492074,1841-11-19
234,P37564034,37564034,2911-01-21
235,P4050700,4050700,2410-08-07
236,P68638664,68638664,2957-11-03
237,P89248136,89248136,2505-04-17
238,P76487259,76487259,3454-08-09
239,P26303933,26303933,2742-05-22
240,P5379467,5379467,2646-07-19
241,P44722447,44722447,3825-12-05
242,P30630645,30630645,3293-02-10
243,P87381137,87381137,3722-04-09
244,P96019432,96019432,3076-08-28
245,P18997755,18997755,3682-01-25
246,P3500638,3500638,1945-10-07
247,P13192577,13192577,1486-04-22
248,P15987673,15987673,1468-06-21
249,P74155317,74155317,2664-01-10
250,P76040873,76040873,1938-04-26
251,P10686468,10686468,1828-10-19
252,P55787323,55787323,1900-12-27
253,P10716031,10716031,2238-01-19
254,P66476151,66476151,2272-07-17
255,P96173360,96173360,3308-10-15
256,P17775784,17775784,1501-09-19
257,P36718218,36718218,3089-02-20
258,P85149186,85149186,3673-06-24
259,P59708308,59708308,3041-09-09
260,P92395327,92395327,1666-12-20
261,P50261221,50261221,2436-01-10
262,P39349546,39349546,2831-04-14
263,P802936,802936,1583-09-30
264,P53329046,53329046,3678-04-20
265,P35366687,35366687,3964-11-27
266,P35494669,35494669,3626-05-11
267,P13000809,13000809,3225-04-12
268,P47125724,47125724,2904-07-16
269,P24816045,24816045,3339-08-08
270,P67843315,67843315,2081-06-01
271,P52727372,52727372,1274-08-28
272,P65047858,65047858,2240-12-24
273,P42300854,42300854,2548-04-27
274,P59210094,59210094,2736-01-12
275,P36209617,36209617,1815-09-25
276,P48125457,48125457,1433-09-01
277,P91819791,91819791,1414-03-05
278,P29265790,29265790,1215-12-10
279,P77105590,77105590,3239-10-11
280,P41603926,41603926,1550-11-09
281,P42332156,42332156,3319-03-08
282,P22776704,22776704,2871-05-30
283,P59313315,59313315,2137-05-17
284,P45259235,45259235,3582-05-28
285,P74432052,74432052,2478-03-01
286,P61137644,61137644,1302-10-24
287,P49822880,49822880,3851-07-21
288,P24250061,24250061,3965-11-17
289,P60611888,60611888,2325-11-29
290,P67511616,67511616,2536-07-18
291,P43402067,43402067,1764-01-30
292,P31113256,31113256,2006-07-07
293,P43268401,43268401,3309-11-16
294,P42130829,42130829,3402-04-10
295,P92581203,92581203,1143-10-28
296,P70567646,70567646,2734-11-19
297,P39152201,39152201,2734-02-28
298,P62209391,62209391,3814-01-05
299,P55689680,55689680,1074-05-02
300,P20572596,20572596,3692-03-18
301,P42312787,42312787,1828-08-29
302,P60207165,60207165,1422-01-09
303,P98709721,98709721,3976-01-08
304,P5110539,5110539,3244-06-16
305,P71277930,71277930,2080-10-28
306,P30444892,30444892,2201-05-21
307,P23324304,23324304,3532-06-13
308,P81348918,81348918,2883-10-20
309,P41738341,41738341,2092-01-22
310,P75558711,75558711,3603-06-07
311,P34992507,34992507,2452-05-31
312,P55657683,55657683,3661-04-27
313,P72204396,72204396,3879-02-17
314,P14107967,14107967,2400-06-11
315,P9949246,9949246,1518-11-30
316,P36460622,36460622,2036-11-24
317,P38217786,38217786,1857-01-02
318,P24943001,24943001,2263-12-01
319,P84071039,84071039,3007-04-15
320,P320049,320049,3749-11-15
321,P39800592,39800592,1613-05-13
322,P35518976,35518976,2023-10-28
323,P35249458,35249458,1674-09-10
324,P46098881,46098881,1855-06-02
325,P50120861,50120861,2036-07-25
326,P46589607,46589607,1998-11-29
327,P13433035,13433035,3256-07-29
328,P40214655,40214655,2663-06-03
329,P14091448,14091448,3579-09-25
330,P47405819,47405819,1703-03-19
331,P17777765,17777765,2300-08-18
332,P77365984,77365984,3603-09-29
333,P47410426,47410426,3615-08-08
334,P22787417,22787417,2409-10-14
335,P27810318,27810318,3182-11-23
336,P99573591,99573591,3586-09-29
337,P26704144,26704144,3581-11-11
338,P84042579,84042579,1043-05-18
339,P80523428,80523428,1879-06-28
340,P31213803,31213803,2010-01-20
341,P53588585,53588585,3160-09-11
342,P21306456,21306456,3381-02-20
343,P85626168,85626168,2647-03-16
344,P73159967,73159967,3726-09-14
345,P3847648,3847648,1110-07-11
346,P3562253,3562253,3605-11-14
347,P40263099,40263099,3635-12-08
348,P58884077,58884077,3439-12-26
349,P42020965,42020965,3743-11-20
350,P93929570,93929570,1159-05-05
351,P30988011,30988011,1587-10-09
352,P86940781,86940781,2570-09-14
353,P42587445,42587445,1719-09-11
354,P79739923,79739923,2467-11-23
355,P28484125,28484125,3038-11-01
356,P42040673,42040673,2390-10-06
357,P31338315,31338315,3586-05-12
358,P37463885,37463885,3091-07-04
359,P16456407,16456407,1732-11-03
360,P4761454,4761454,3605-11-04
361,P62807526,62807526,1478-09-20
362,P83206742,83206742,2917-08-04
363,P82000110,82000110,3361-08-12
364,P15272405,15272405,3011-03-24
365,P15316751,15316751,1671-09-04
366,P59595929,59595929,3291-09-11
367,P76139773,76139773,2196-05-19
368,P67743041,67743041,1743-10-24
369,P15197449,15197449,1199-01-10
370,P15741995,15741995,1746-04-01
371,P66215281,66215281,1802-02-14
372,P78600633,78600633,1893-09-15
373,P43570076,43570076,3019-11-03
374,P50112437,50112437,1959-09-20
375,P55196301,55196301,2135-04-22
376,P93677186,93677186,2963-11-30
377,P53162328,53162328,2393-04-24
378,P40293565,40293565,2142-09-27
379,P84670183,84670183,2718-03-03
380,P78455783,78455783,1169-06-10
381,P78301069,78301069,3641-04-15
382,P76323534,76323534,2678-07-18
383,P18035518,18035518,2842-02-15
384,P56740783,56740783,2743-05-31
385,P61005902,61005902,2518-01-26
386,P61825165,61825165,2627-04-11
387,P38894840,38894840,2189-10-27
388,P83850456,83850456,3557-10-29
389,P41528165,41528165,1211-05-04
390,P48465958,48465958,3259-09-27
391,P39686027,39686027,3803-12-04
392,P44903021,44903021,2661-10-07
393,P58049064,58049064,1181-03-31
394,P60676004,60676004,2096-04-20
395,P90077519,90077519,2767-03-20
396,P71335483,71335483,2385-12-26
397,P17078141,17078141,3291-02-19
398,P6445128,6445128,1152-11-18
399,P93010633,93010633,2244-09-04
400,P39320445,39320445,1859-11-13
401,P87883006,87883006,2653-04-02
402,P77061732,77061732,2250-01-20
403,P79423629,79423629,2542-05-03
404,P99193345,99193345,2410-01-22
405,P247835,247835,2324-10-15
406,P61609648,61609648,1422-02-01
407,P71653334,71653334,1525-01-16
408,P45336610,45336610,1141-08-26
409,P41225131,41225131,3339-08-30
410,P82469781,82469781,3981-11-05
411,P45074938,45074938,3947-04-16
412,P33283513,33283513,3219-01-26
413,P88328284,88328284,3068-05-27
414,P79153119,79153119,3235-11-19
415,P43194449,43194449,3812-01-06
416,P26170549,26170549,2017-06-27
417,P78351756,78351756,1091-09-25
418,P25789274,25789274,1310-05-22
419,P3927671,3927671,1991-10-21
420,P132968,132968,2072-04-09
421,P30037869,30037869,2639-03-16
422,P87646599,87646599,2462-09-29
423,P81856949,81856949,1813-07-29
424,P52241922,52241922,1541-06-23
425,P50871389,50871389,1757-03-20
426,P93130448,93130448,1187-08-06
427,P25541258,25541258,2985-07-18
428,P74833432,74833432,2460-07-26
429,P76435196,76435196,3670-11-03
430,P87766356,87766356,2057-03-05
431,P96333202,96333202,2281-09-24
432,P63944786,63944786,1880-02-02
433,P72632180,72632180,2472-03-02
434,P33921420,33921420,2003-09-18
435,P98631012,98631012,1184-05-15
436,P58592945,58592945,2170-07-19
437,P72170622,72170622,1970-03-22
438,P50541917,50541917,1087-05-14
439,P29500053,29500053,2532-08-11
440,P23917137,23917137,1266-06-16
441,P61145806,61145806,1334-09-20
442,P28349051,28349051,2701-10-19
443,P1469014,1469014,2957-08-24
444,P75576671,75576671,1537-02-18
445,P66621866,66621866,3649-02-21
446,P78968482,78968482,2925-04-10
447,P71919707,71919707,2053-09-17
448,P29432805,29432805,3228-12-02
449,P51090102,51090102,1212-11-25
450,P98067567,98067567,1709-11-04
451,P78879990,78879990,3728-01-20
452,P36319868,36319868,3605-11-25
453,P58495547,58495547,3974-08-09
454,P83973400,83973400,2808-04-07
455,P75796534,75796534,2487-02-06
456,P74306149,74306149,3091-04-13
457,P12064917,12064917,3745-11-15
458,P94522725,94522725,1390-12-12
459,P54702013,54702013,2300-01-03
460,P64535231,64535231,3098-08-25
461,P31029819,31029819,1368-04-20
462,P77791952,77791952,2993-07-12
463,P21673708,21673708,1401-03-01
464,P83833238,83833238,1948-11-19
465,P74242479,74242479,3915-11-15
466,P97308657,97308657,2995-03-05
467,P6286498,6286498,3310-10-19
468,P89956905,89956905,1809-04-20
469,P18874821,18874821,3712-06-09
470,P6274602,6274602,3728-06-12
471,P31573820,31573820,2051-12-18
472,P51999344,51999344,3373-08-19
473,P65152536,65152536,1080-11-20
474,P67841141,67841141,2947-08-30
475,P14869854,14869854,2871-04-07
476,P14321958,14321958,1567-09-12
477,P48033910,48033910,3680-09-17
478,P68700894,68700894,3470-01-25
479,P34872393,34872393,3334-08-24
480,P82307436,82307436,1018-03-12
481,P23072893,23072893,3343-05-28
482,P48728742,48728742,1288-10-17
483,P90980736,90980736,3902-08-20
484,P1701356,1701356,3134-05-09
485,P90132198,90132198,3188-06-17
486,P92000314,92000314,1074-04-22
487,P80872465,80872465,1790-10-27
488,P93312798,93312798,3508-04-27
489,P50856428,50856428,3923-05-10
490,P55803711,55803711,3705-02-10
491,P57896757,57896757,3075-05-20
492,P50442573,50442573,2472-10-07
493,P31458866,31458866,3506-02-12
494,P19358965,19358965,3073-08-07
495,P91329436,91329436,3151-10-21
496,P68642612,68642612,1808-10-05
497,P88650533,88650533,3483-08-12
498,P56981373,56981373,2355-10-18
499,P99666228,99666228,1065-10-04
500,P40463979,40463979,3389-07-16
501,P17000780,17000780,1059-01-10
502,P20104353,20104353,2240-09-20
503,P18841813,18841813,2747-09-09
504,P17304163,17304163,3349-03-24
505,P16242215,16242215,1013-05-27
506,P33050352,33050352,1882-03-25
507,P87744965,87744965,3679-08-29
508,P62541024,62541024,3800-12-12
509,P71063446,71063446,1447-07-13
510,P26456968,26456968,1517-10-06
511,P9182107,9182107,2907-04-24
512,P80049239,80049239,1774-10-19
513,P18857888,18857888,1887-04-30
514,P41988075,41988075,2026-05-01
515,P53070001,53070001,2626-04-22
516,P93702834,93702834,2230-04-02
517,P34567799,34567799,1743-02-24
518,P49435282,49435282,2018-11-25
519,P36041329,36041329,3297-12-08
520,P82983244,82983244,3246-07-28
521,P20393164,20393164,1728-12-17
522,P14635238,14635238,3247-11-29
523,P71649676,71649676,2527-12-04
524,P64477315,64477315,2843-04-09
525,P60235876,60235876,1904-05-16
526,P32992789,32992789,2400-07-08
527,P38452898,38452898,3924-04-12
528,P66968541,66968541,1143-01-05
529,P59500591,59500591,3147-11-20
530,P61168858,61168858,1094-04-13
531,P98298945,98298945,3293-08-10
532,P19142416,19142416,2264-04-02
533,P76216423,76216423,3864-05-11
534,P45935963,45935963,3721-08-01
535,P97641924,97641924,1646-10-28
536,P84004681,84004681,3080-01-07
537,P19671000,19671000,3985-02-23
538,P48074862,48074862,2584-02-17
539,P88983394,88983394,1046-03-31
540,P18661301,18661301,1228-10-08
541,P64173288,64173288,2373-11-19
542,P80200555,80200555,1365-04-11
543,P26532036,26532036,3468-07-28
544,P17053594,17053594,1673-08-23
545,P18505324,18505324,3235-01-21
546,P76039515,76039515,1145-03-03
547,P60681149,60681149,2432-11-27
548,P59516550,59516550,3638-06-14
549,P48070865,48070865,3289-10-27
550,P65243385,65243385,1262-09-10
551,P28410100,28410100,3359-05-03
552,P46938048,46938048,2915-10-03
553,P56051595,56051595,2569-01-07
554,P30926269,30926269,1664-11-20
555,P50857398,50857398,2043-02-09
556,P63596414,63596414,3470-08-07
557,P27380174,27380174,2965-03-26
558,P34417842,34417842,1578-06-04
559,P28548575,28548575,2282-10-15
560,P74809666,74809666,3394-05-29
561,P81699767,81699767,3410-01-19
562,P39732458,39732458,2257-09-09
563,P37309243,37309243,2300-02-01
564,P96951617,96951617,2064-12-03
565,P26095520,26095520,3824-12-20
566,P34512585,34512585,2392-05-30
567,P52592945,52592945,1695-09-05
568,P76416652,76416652,1129-11-03
569,P34296582,34296582,3429-05-08
570,P96991592,96991592,3335-08-08
571,P60833944,60833944,3083-03-01
572,P76472259,76472259,2038-01-13
573,P3133947,3133947,3538-04-26
574,P27949905,27949905,3836-09-17
575,P84653594,84653594,1162-11-18
576,P77293534,77293534,1026-10-23
577,P31622792,31622792,2870-05-03
578,P25906132,25906132,2132-12-08
579,P8101476,8101476,3117-10-09
580,P37699746,37699746,3105-05-10
581,P96453441,96453441,1713-02-01
582,P14827357,14827357,1272-03-27
583,P23790553,23790553,2273-01-23
584,P84248904,84248904,2594-07-10
585,P87329476,87329476,3348-01-22
586,P6178622,6178622,3479-10-10
587,P14953162,14953162,1673-04-19
588,P88608958,88608958,3602-02-03
589,P62593198,62593198,3995-04-03
590,P44736198,44736198,2113-03-19
591,P35195028,35195028,3143-06-09
592,P29841120,29841120,2742-08-27
593,P77438338,77438338,3956-08-01
594,P65769457,65769457,3708-01-05
595,P27841567,27841567,3153-04-21
596,P648847,648847,1507-04-24
597,P70775500,70775500,3833-01-16
598,P92869965,92869965,2621-12-02
599,P79546046,79546046,1400-03-12
600,P82521976,82521976,1060-12-19
601,P15987749,15987749,1718-11-18
602,P97768849,97768849,3883-08-04
603,P56539040,56539040,3567-02-15
604,P10293558,10293558,1761-11-04
605,P15276461,15276461,2651-10-29
606,P69267140,69267140,2097-12-24
607,P48751074,48751074,1655-02-06
608,P7735702,7735702,1222-05-30
609,P60671096,60671096,3825-08-12
610,P58505895,58505895,1920-10-29
611,P21935390,21935390,2817-02-23
612,P28065629,28065629,3107-04-24
613,P47854454,47854454,3287-11-20
614,P52563964,52563964,1343-01-19
615,P32176773,32176773,2077-02-10
616,P18394430,18394430,2175-08-15
617,P45098771,45098771,3857-11-14
618,P9430625,9430625,2377-08-09
619,P90515844,90515844,2239-02-07
620,P50125892,50125892,1828-09-22
621,P41566936,41566936,3992-10-30
622,P17304724,17304724,3789-03-10
623,P59398052,59398052,3190-04-16
624,P54300717,54300717,1577-07-10
625,P95708394,95708394,1535-06-01
626,P96182326,96182326,2751-01-05
627,P36452187,36452187,2916-07-20
628,P67187950,67187950,3388-10-08
629,P34229751,34229751,1315-07-09
630,P78069138,78069138,3146-10-18
631,P40240903,40240903,1678-09-07
632,P45845389,45845389,2473-02-25
633,P60052455,60052455,1270-10-27
634,P56110357,56110357,1173-10-17
635,P85764355,85764355,1732-09-04
636,P73100466,73100466,3614-11-30
637,P99926660,99926660,2343-04-10
638,P93466881,93466881,2020-01-10
639,P42056527,42056527,1496-12-09
640,P8123181,8123181,1647-02-22
641,P51425595,51425595,2129-10-23
642,P37635669,37635669,2285-06-24
643,P75788895,75788895,1349-10-27
644,P92910385,92910385,2350-02-04
645,P21509491,21509491,1814-08-12
646,P67764710,67764710,2321-04-22
647,P40128194,40128194,1399-04-29
648,P31204061,31204061,3957-11-10
649,P79455153,79455153,3068-01-31
650,P7863842,7863842,3777-05-16
651,P45337463,45337463,3028-01-25
652,P99328153,99328153,1093-05-24
653,P30417551,30417551,3930-02-01
654,P10015714,10015714,1180-04-04
655,P17229307,17229307,1995-04-12
656,P89135937,89135937,1374-03-02
657,P60161213,60161213,3149-04-23
658,P48265522,48265522,1367-08-28
659,P89639439,89639439,3735-04-06
660,P80816180,80816180,2470-04-21
661,P97917774,97917774,3421-07-05
662,P7465624,7465624,3735-02-07
663,P94439118,94439118,1134-05-25
664,P91284872,91284872,2168-03-10
665,P77300579,77300579,1641-09-17
666,P52991827,52991827,3801-01-04
667,P75108721,75108721,3855-04-23
668,P18425985,18425985,1198-11-03
669,P84201467,84201467,3351-06-30
670,P92885990,92885990,3713-02-09
671,P32433007,32433007,2750-07-19
672,P54692924,54692924,2784-05-20
673,P51560420,51560420,1382-09-07
674,P824902,824902,1074-05-26
675,P9262229,9262229,2638-03-03
676,P35878483,35878483,1306-09-29
677,P12309458,12309458,1910-06-15
678,P1412083,1412083,3362-01-17
679,P44459042,44459042,3328-06-23
680,P81910517,81910517,1485-04-22
681,P98068162,98068162,2455-04-10
682,P6280078,6280078,3245-07-20
683,P96299529,96299529,2625-08-21
684,P94178970,94178970,1449-06-12
685,P65096808,65096808,2173-11-01
686,P36747726,36747726,1680-11-03
687,P35198106,35198106,3372-01-26
688,P56623278,56623278,2118-01-16
689,P19194556,19194556,2379-06-14
690,P91789099,91789099,2902-10-24
691,P31720489,31720489,2942-10-12
692,P53266149,53266149,2113-12-14
693,P83907428,83907428,2123-07-11
694,P51294210,51294210,3847-08-05
695,P78438213,78438213,3936-07-21
696,P51711170,51711170,2121-11-18
697,P85607417,85607417,2444-02-19
698,P19843569,19843569,3038-05-02
699,P20181699,20181699,3431-08-19
700,P48350929,48350929,3507-02-20
701,P85492914,85492914,2626-02-27
702,P13920757,13920757,3519-05-30
703,P59425184,59425184,3558-02-08
704,P16958875,16958875,3436-09-03
705,P9560505,9560505,2201-06-26
706,P35350775,35350775,2157-03-14
707,P9279838,9279838,3713-04-14
708,P15580427,15580427,3587-02-21
709,P60363322,60363322,3214-08-22
710,P14553007,14553007,3119-03-25
711,P41555151,41555151,3552-06-23
712,P50651506,50651506,3999-11-09
713,P32304676,32304676,3707-07-28
714,P55869300,55869300,1056-12-31
715,P7508046,7508046,3189-05-21
716,P34359348,34359348,2780-04-28
717,P32449204,32449204,3030-06-25
718,P3265851,3265851,3842-03-29
719,P37390779,37390779,1666-05-13
720,P95842020,95842020,2254-03-27
721,P6916613,6916613,3684-08-08
722,P66482455,66482455,2827-12-05
723,P58479482,58479482,1501-03-10
724,P84971571,84971571,1446-02-25
725,P97319653,97319653,2469-12-23
726,P10842981,10842981,2943-12-07
727,P63923513,63923513,2045-09-17
728,P61291348,61291348,3377-11-17
729,P14166894,14166894,3317-02-15
730,P26813539,26813539,1558-11-14
731,P94392413,94392413,1283-10-21
732,P20950885,20950885,3872-03-28
733,P292698,292698,2433-05-29
734,P39816353,39816353,3968-04-21
735,P59047653,59047653,1971-05-02
736,P86985510,86985510,2475-11-10
737,P39753664,39753664,1859-03-30
738,P14799581,14799581,1583-04-16
739,P91703039,91703039,2888-03-07
740,P80850256,80850256,1801-09-09
741,P21069747,21069747,1927-08-08
742,P50363420,50363420,2966-02-28
743,P1998432,1998432,1367-11-09
744,P95021398,95021398,2798-10-23
745,P21284210,21284210,3016-12-23
746,P44125859,44125859,3048-09-14
747,P38216560,38216560,1720-09-15
748,P99517699,99517699,3412-04-20
749,P52111152,52111152,3251-09-12
750,P28644724,28644724,3618-06-18
751,P80873774,80873774,3972-04-29
752,P30847031,30847031,3588-10-20
753,P91691527,91691527,3467-11-01
754,P33361503,33361503,3961-06-15
755,P24293319,24293319,2000-06-05
756,P89126533,89126533,3169-12-20
757,P64136749,64136749,3675-01-18
758,P88278363,88278363,2072-07-19
759,P20625004,20625004,1019-06-02
760,P48205381,48205381,1323-08-03
761,P63635091,63635091,3444-02-25
762,P92424050,92424050,1001-03-23
763,P78480742,78480742,3785-02-11
764,P2034722,2034722,3909-10-15
765,P23127785,23127785,1354-05-08
766,P38097969,38097969,3360-12-16
767,P23065988,23065988,2406-09-30
768,P57935466,57935466,1607-05-21
769,P38332460,38332460,1823-03-23
770,P94974914,94974914,1528-11-02
771,P25656324,25656324,2060-04-05
772,P91267623,91267623,3350-04-20
773,P74248218,74248218,1746-07-19
774,P81160254,81160254,2591-03-22
775,P21350955,21350955,3463-01-31
776,P5955117,5955117,3271-10-25
