,Title,Price,Date
250,P38863301,38863301,2231-06-13
251,P56656434,56656434,3360-01-27
252,P39013240,39013240,1834-12-29
253,P42905564,42905564,2892-09-18
254,P44569024,44569024,1837-06-23
255,P43659277,43659277,2332-11-29
256,P82632357,82632357,3708-07-13
257,P6725794,6725794,1853-11-04
258,P6661912,6661912,1776-12-15
259,P33887079,33887079,2430-10-20
260,P83410362,83410362,1008-07-28
261,P3984482,3984482,2744-02-06
262,P70870767,70870767,3273-08-04
263,P66222217,66222217,3914-06-11
264,P57136203,57136203,2579-05-21
265,P82425213,82425213,1940-07-03
266,P5865383,5865383,1793-09-16
267,P43804828,43804828,2058-10-24
268,P77134024,77134024,3200-11-04
269,P92342688,92342688,2598-11-21
270,P5906685,5906685,3642-07-23
271,P31900371,31900371,3778-01-14
272,P55910671,55910671,3589-05-29
273,P18443352,18443352,2129-08-21
274,P7792751,7792751,1603-12-24
275,P52345419,52345419,1027-09-22
276,P86834342,86834342,2455-11-18
277,P66575448,66575448,2326-01-24
278,P87546941,87546941,2168-08-16
279,P33980973,33980973,2336-02-02
280,P32925594,32925594,1706-03-30
281,P49383597,49383597,3478-09-11
282,P91375440,91375440,1208-12-15
283,P81405142,81405142,3192-08-16
284,P65355656,65355656,1609-09-04
285,P83360217,83360217,1208-03-13
286,P35813295,35813295,1557-01-03
287,P36413119,36413119,3798-06-22
288,P25243100,25243100,1907-07-19
289,P51007809,51007809,1301-01-20
290,P75464022,75464022,2234-03-22
291,P56241170,56241170,1474-06-09
292,P61075522,61075522,1868-11-25
293,P89481964,89481964,2990-07-19
294,P17293042,17293042,1232-02-18
295,P64309412,64309412,2836-02-22
296,P99653163,99653163,2737-12-01
297,P60992850,60992850,1484-09-02
298,P91135034,91135034,2534-04-16
299,P78787056,78787056,3932-02-08
300,P83302694,83302694,1937-09-05
301,P22046639,22046639,1959-09-11
302,P79916823,79916823,3613-01-23
303,P59387598,59387598,2783-03-08
304,P64950664,64950664,2220-11-28
305,P54142866,54142866,1152-02-16
306,P27965409,27965409,3721-05-28
307,P48585402,48585402,1554-05-03
308,P62048425,62048425,3641-03-09
309,P60159439,60159439,2019-11-05
310,P97538578,97538578,3134-09-11
311,P46038473,46038473,1273-09-28
312,P91840909,91840909,1304-08-22
313,P28977046,28977046,3189-03-24
314,P87238656,87238656,2602-10-15
315,P76132460,76132460,2155-06-30
316,P67488454,67488454,3518-08-14
317,P22028061,22028061,1699-02-17
318,P56625844,56625844,1462-03-10
319,P61440044,61440044,3487-09-26
320,P21564709,21564709,2189-02-22
321,P20902151,20902151,3564-02-23
322,P6919473,6919473,1065-01-01
323,P21713067,21713067,2099-05-31
324,P40320862,40320862,2781-04-30
325,P23360026,23360026,3468-05-09
326,P74615252,74615252,2400-11-15
327,P65804377,65804377,1574-12-20
328,P39444631,39444631,1696-07-30
329,P70006500,70006500,3589-11-17
330,P24487853,24487853,3303-11-04
331,P59913528,59913528,2272-06-27
332,P46988025,46988025,1566-07-01
333,P69468698,69468698,3746-10-12
334,P30729134,30729134,3520-03-24
335,P41950721,41950721,3238-08-27
336,P65512693,65512693,1221-06-11
337,P98478991,98478991,3220-04-18
338,P13820491,13820491,3053-05-25
339,P58018648,58018648,1424-03-02
340,P46746392,46746392,3758-07-23
341,P63811716,63811716,1690-12-04
342,P62822593,62822593,3387-09-01
343,P2660554,2660554,1684-06-22
344,P76803335,76803335,1543-07-15
345,P31106259,31106259,3938-07-12
346,P68992171,68992171,3130-03-03
347,P93212795,93212795,1377-03-05
348,P20939933,20939933,2848-04-22
349,P11128980,11128980,1630-07-06
350,P85148366,85148366,1801-08-14
351,P60976851,60976851,2301-03-19
352,P61038847,61038847,2051-01-19
353,P50572550,50572550,1280-05-26
354,P14979694,14979694,3762-07-17
355,P5385064,5385064,1160-11-04
356,P30437873,30437873,2884-05-04
357,P17151234,17151234,2292-11-17
358,P81386773,81386773,1716-04-30
359,P70097314,70097314,1962-12-09
360,P26739984,26739984,3906-04-19
361,P94177478,94177478,3762-04-26
362,P7941941,7941941,1438-03-21
363,P86711131,86711131,3919-06-10
364,P67027814,67027814,2368-06-24
365,P62391929,62391929,3840-07-02
366,P52841533,52841533,2857-02-11
367,P67450957,67450957,3327-03-20
368,P22255705,22255705,1545-11-22
369,P75340459,75340459,2012-11-19
370,P50993681,50993681,2810-02-28
371,P76546647,76546647,1206-09-12
372,P4128869,4128869,1536-12-30
373,P48400238,48400238,2204-02-26
374,P28177208,28177208,1276-08-20
375,P72572633,72572633,1241-06-22
376,P63927918,63927918,2119-05-08
377,P58734138,58734138,3654-08-21
378,P46017528,46017528,1591-01-04
379,P19014359,19014359,3300-05-14
380,P4145211,4145211,1851-01-13
381,P20845846,20845846,1192-02-15
382,P15323396,15323396,3075-08-24
383,P44456146,44456146,2625-08-04
384,P72047755,72047755,2044-09-16
385,P93457788,93457788,3649-07-21
386,P96149383,96149383,1833-05-10
387,P20318978,20318978,1848-04-20
388,P43085214,43085214,3995-07-22
389,P13290668,13290668,3880-07-28
390,P32936537,32936537,1287-10-24
391,P74282564,74282564,3146-03-02
392,P28420458,28420458,2333-04-09
393,P75590554,75590554,1551-02-03
394,P69382580,69382580,2281-03-27
395,P96141213,96141213,1648-03-19
396,P23732704,23732704,1623-12-16
397,P36709925,36709925,3381-03-01
398,P85132296,85132296,2779-03-26
399,P90932484,90932484,3714-05-16
400,P84572052,84572052,2970-12-26
401,P79125501,79125501,1893-12-17
402,P3650963,3650963,2481-03-22
403,P61110244,61110244,1722-11-25
404,P71995942,71995942,3668-09-07
405,P6476965,6476965,3941-10-18
406,P84307865,84307865,2632-06-08
407,P38848234,38848234,3994-11-04
408,P23730271,23730271,1277-01-11
409,P68745382,68745382,2573-02-20
410,P49308613,49308613,2764-09-19
411,P49791309,49791309,1711-09-09
412,P1396716,1396716,1741-09-23
413,P58448878,58448878,2352-11-23
414,P54982176,54982176,3625-11-04
415,P66498130,66498130,3947-03-25
416,P42614200,42614200,3677-04-14
417,P11109291,11109291,1849-04-03
418,P44081572,44081572,1889-12-02
419,P42120873,42120873,3157-01-07
420,P86777551,86777551,2026-11-22
421,P380932,380932,3915-12-01
422,P46264984,46264984,1279-12-18
423,P4829514,4829514,1254-04-17
424,P48809680,48809680,2009-02-01
425,P85911366,85911366,3784-02-04
426,P74686286,74686286,1724-10-03
427,P30052238,30052238,3457-03-04
428,P34952554,34952554,1354-08-20
429,P76460531,76460531,3970-01-26
430,P2268575,2268575,1575-01-10
431,P9910203,9910203,1666-06-28
432,P89119538,89119538,1869-04-01
433,P31201675,31201675,3020-01-05
434,P58424255,58424255,2456-06-11
435,P68087094,68087094,1668-03-07
436,P50152477,50152477,1524-12-07
437,P30394439,30394439,1009-06-06
438,P25892318,25892318,3642-12-22
439,P50243222,50243222,2199-08-23
440,P64890664,64890664,2123-12-01
441,P38843851,38843851,1662-04-05
442,P92938376,92938376,1726-04-15
443,P60016135,60016135,2133-09-26
444,P81964784,81964784,2504-07-25
445,P10123442,10123442,1728-12-20
446,P71259012,71259012,1372-11-28
447,P37791719,37791719,3639-08-31
448,P47471377,47471377,2141-07-11
449,P14607175,14607175,2397-02-13
450,P27017934,27017934,3087-07-07
451,P13319483,13319483,2632-09-06
452,P41331602,41331602,1858-03-20
453,P56063843,56063843,3120-11-19
454,P86136504,86136504,1383-07-01
455,P64934062,64934062,2884-05-31
456,P2994241,2994241,2560-12-15
457,P41502324,41502324,2447-05-31
458,P78082232,78082232,2100-08-14
459,P64728247,64728247,3475-08-19
460,P9861191,9861191,2817-02-15
461,P4358081,4358081,2570-06-24
462,P84288908,84288908,3872-07-08
463,P7548375,7548375,3313-04-19
464,P51956992,51956992,2646-07-13
465,P70232568,70232568,2807-06-24
466,P41426522,41426522,3331-11-12
467,P76342764,76342764,3912-01-22
468,P11136261,11136261,1136-08-26
469,P38146093,38146093,1199-12-19
470,P20779370,20779370,1515-08-13
471,P1890088,1890088,1467-07-28
472,P8172997,8172997,1389-01-14
473,P8703382,8703382,2002-02-19
474,P92247876,92247876,1407-11-10
475,P67286775,67286775,3763-04-23
476,P25033386,25033386,2833-06-06
477,P72018402,72018402,1306-04-29
478,P7233778,7233778,1662-09-04
479,P87204549,87204549,2345-12-07
480,P63265440,63265440,1483-12-12
481,P36224887,36224887,3165-11-27
482,P84250141,84250141,3423-04-22
483,P90710586,90710586,3681-03-01
484,P89420235,89420235,3246-01-09
485,P30690067,30690067,1646-06-02
486,P22973320,22973320,2061-01-02
487,P17101420,17101420,1919-12-25
488,P59005033,59005033,3100-11-01
489,P41965424,41965424,2578-05-07
490,P52196120,52196120,1514-01-23
491,P71020315,71020315,1969-01-18
492,P5134325,5134325,1080-03-09
493,P94290600,94290600,2353-08-06
494,P59592143,59592143,2505-03-18
495,P1149687,1149687,3309-04-07
496,P31047546,31047546,1732-01-18
497,P17887653,17887653,2901-04-26
498,P44130028,44130028,2222-01-01
499,P84191888,84191888,2355-08-21
500,P69763481,69763481,3693-02-20
501,P36254317,36254317,1261-10-21
502,P81662996,81662996,1985-01-14
503,P33285363,33285363,3591-09-02
504,P62470964,62470964,2198-07-12
505,P63797828,63797828,3437-11-29
506,P82981256,82981256,3626-08-21
507,P80195868,80195868,1843-04-14
508,P47465288,47465288,1470-11-11
509,P4675173,4675173,1072-10-21
510,P45925343,45925343,1308-10-27
511,P74393107,74393107,3034-05-08
512,P11747109,11747109,1477-01-21
513,P32730742,32730742,1033-05-27
514,P51920449,51920449,2611-11-14
515,P61177125,61177125,1522-10-24
516,P89120432,89120432,1095-08-14
517,P64191403,64191403,3652-01-03
518,P26742428,26742428,1231-04-23
519,P28168923,28168923,2971-12-13
520,P69924763,69924763,1755-08-05
521,P52493997,52493997,3616-04-23
522,P36449758,36449758,1528-06-18
523,P64660158,64660158,3464-07-28
524,P13054457,13054457,3486-09-26
525,P47909332,47909332,3449-07-25
526,P17527827,17527827,1022-04-25
527,P76451339,76451339,2660-03-19
528,P17429340,17429340,1878-02-19
529,P90057901,90057901,2559-10-08
530,P59271051,59271051,1914-09-04
531,P89980533,89980533,2775-11-15
532,P27718981,27718981,3778-12-09
533,P62027890,62027890,2737-08-31
534,P79198630,79198630,1232-11-23
535,P76038442,76038442,1313-01-30
536,P36903964,36903964,1799-05-16
537,P29413952,29413952,3493-09-06
538,P24134520,24134520,1462-05-19
539,P16013149,16013149,1950-01-25
540,P53569863,53569863,1447-11-24
541,P77122460,77122460,3621-09-16
542,P38708104,38708104,1355-05-23
543,P16424687,16424687,3604-04-14
544,P36143782,36143782,2218-07-23
545,P61335117,61335117,1139-11-06
546,P57712413,57712413,2353-09-10
547,P11424377,11424377,3099-05-01
548,P93021506,93021506,2114-07-29
549,P59914360,59914360,2158-05-01
550,P93135362,93135362,2628-05-13
551,P64916872,64916872,2216-03-05
552,P48842620,48842620,3992-07-09
553,P62137341,62137341,3229-08-10
554,P27690865,27690865,2335-07-03
555,P68816583,68816583,3754-11-16
556,P4091418,4091418,1858-10-21
557,P80360525,80360525,3376-07-14
558,P86024452,86024452,1579-06-30
559,P69195264,69195264,1191-08-23
560,P73881955,73881955,1779-09-26
561,P25856855,25856855,2852-10-08
562,P6160112,6160112,2110-05-24
563,P19804623,19804623,1721-08-12
564,P43647655,43647655,2878-10-19
565,P34242131,34242131,3147-12-20
566,P6757264,6757264,3099-03-28
567,P96875467,96875467,3932-12-17
568,P10190885,10190885,1065-12-30
569,P60806382,60806382,2345-07-15
570,P51625207,51625207,1921-11-05
571,P19775554,19775554,3495-03-10
572,P8807377,8807377,1862-09-05
573,P69243808,69243808,1751-04-13
574,P29835938,29835938,1347-06-11
575,P31251740,31251740,2198-02-13
576,P45458275,45458275,2795-09-30
577,P212680,212680,1765-01-07
578,P47719438,47719438,3997-07-18
579,P25861873,25861873,3482-11-20
580,P55562935,55562935,3550-10-22
581,P61370384,61370384,1191-07-19
582,P96216086,96216086,3801-07-30
583,P88603855,88603855,3403-02-27
584,P16607684,16607684,1416-08-25
585,P42014647,42014647,3775-11-14
586,P89431150,89431150,1983-11-13
587,P16560356,16560356,1758-03-10
588,P87364641,87364641,1618-02-05
589,P5387414,5387414,3789-10-01
590,P30886688,30886688,1688-06-12
591,P10398172,10398172,1343-03-24
592,P5486639,5486639,2277-01-15
593,P61782266,61782266,1331-03-02
594,P62930093,62930093,1808-08-18
595,P4876786,4876786,2776-08-28
596,P61975662,61975662,1564-07-15
597,P96075290,96075290,2558-05-24
598,P1979237,1979237,2320-03-01
599,P88354818,88354818,3772-02-04
600,P35221364,35221364,2271-01-23
601,P97838930,97838930,3927-05-07
602,P42897032,42897032,1453-07-03
603,P42353981,42353981,3708-06-15
604,P50469360,50469360,3805-09-26
605,P26971253,26971253,1476-04-22
606,P90241169,90241169,2000-12-17
607,P36590122,36590122,2066-09-26
608,P62596798,62596798,3431-01-03
609,P29521968,29521968,3260-01-29
610,P43133792,43133792,3458-07-11
611,P73781173,73781173,2820-08-22
612,P39339088,39339088,3155-11-10
613,P17622981,17622981,3902-12-14
614,P6112497,6112497,3360-09-03
615,P51246514,51246514,1751-01-29
616,P68792701,68792701,3462-11-13
617,P48982608,48982608,1939-03-16
618,P85682367,85682367,3985-02-01
619,P6618706,6618706,3032-10-16
620,P25315385,25315385,1495-11-17
621,P69767972,69767972,1996-02-05
622,P39401966,39401966,1851-02-16
623,P94354036,94354036,3940-02-23
624,P94516129,94516129,2342-06-30
625,P12118338,12118338,1818-03-11
626,P10867480,10867480,2726-09-25
627,P64091594,64091594,2676-07-18
628,P3174878,3174878,1426-03-25
629,P93355560,93355560,1617-08-27
630,P90035487,90035487,2871-12-28
631,P1550179,1550179,2638-10-03
632,P64164696,64164696,3728-12-10
633,P97334696,97334696,1216-07-28
634,P57969680,57969680,1217-02-11
635,P77508662,77508662,2800-09-27
636,P33542314,33542314,3876-02-12
637,P81359327,81359327,3444-07-16
638,P80689657,80689657,1038-01-12
639,P97205850,97205850,1988-04-11
640,P23050488,23050488,2267-05-23
641,P82682828,82682828,3219-10-30
642,P77325504,77325504,2781-11-16
643,P98621843,98621843,3154-07-25
644,P80693222,80693222,2680-04-14
645,P99030946,99030946,1703-03-16
646,P55985887,55985887,3414-07-12
647,P54239673,54239673,3275-10-15
648,P11563646,11563646,1745-12-19
649,P81458494,81458494,3710-09-11
650,P72931123,72931123,2652-04-14
651,P1862889,1862889,1856-02-18
652,P82333025,82333025,3877-07-01
653,P32034569,32034569,2876-12-11
654,P20907880,20907880,2348-10-21
655,P43660110,43660110,3304-12-24
656,P60299549,60299549,2604-07-25
657,P13275052,13275052,2809-01-04
658,P12220731,12220731,2422-04-19
659,P81142011,81142011,1990-03-09
660,P32589152,32589152,3788-12-17
661,P36761424,36761424,2651-11-14
662,P48588127,48588127,2166-04-09
663,P62228296,62228296,3884-09-14
664,P8255640,8255640,3151-03-01
665,P28863770,28863770,2981-05-14
666,P38981911,38981911,1440-05-01
667,P4796000,4796000,1986-10-03
668,P5986872,5986872,2532-12-26
669,P27934527,27934527,2911-04-14
670,P88946135,88946135,1090-03-18
671,P21323356,21323356,2967-05-18
672,P71966080,71966080,3003-03-24
673,P57685879,57685879,1084-05-12
674,P25414925,25414925,2000-08-12
675,P87461040,87461040,3616-05-08
676,P50423403,50423403,1682-09-14
677,P82948686,82948686,3281-05-03
678,P32404593,32404593,1042-01-14
679,P70491336,70491336,3356-06-13
680,P79188217,79188217,3415-06-28
681,P22408706,22408706,1955-05-15
682,P89517943,89517943,2314-02-02
683,P49315553,49315553,2473-10-20
684,P36051264,36051264,3268-01-29
685,P36850513,36850513,1401-05-24
686,P34592036,34592036,2874-09-09
687,P65486454,65486454,2271-01-01
688,P13288559,13288559,3206-11-25
689,P67000363,67000363,3969-05-13
690,P74272454,74272454,1845-06-16
691,P86918098,86918098,1031-12-12
692,P83089256,83089256,1210-11-10
693,P16763295,16763295,1353-07-22
694,P35134765,35134765,1670-11-11
695,P71357047,71357047,3034-09-26
696,P92854792,92854792,3295-04-28
697,P65494573,65494573,2102-03-30
698,P55349684,55349684,1357-12-23
699,P17049900,17049900,3959-11-04
700,P99894096,99894096,2001-11-11
701,P40338220,40338220,3283-03-13
702,P84422452,84422452,2933-12-01
703,P46017670,46017670,1328-03-19
704,P29581262,29581262,2937-08-17
705,P84106403,84106403,3108-09-29
706,P26683546,26683546,1641-12-21
707,P57832722,57832722,2961-05-04
708,P11088113,11088113,1071-11-24
709,P19057114,19057114,2261-06-08
710,P22919651,22919651,1866-11-14
711,P9347000,9347000,1832-07-21
712,P99085621,99085621,1098-04-22
713,P30595944,30595944,1959-10-30
714,P86324147,86324147,2954-04-17
715,P12616923,12616923,2141-11-10
716,P30974394,30974394,1029-01-06
717,P23782511,23782511,3659-01-07
718,P97007999,97007999,1743-11-20
719,P24021049,24021049,1008-05-05
720,P47904362,47904362,3677-06-15
721,P86823383,86823383,1826-06-04
722,P6149496,6149496,3494-10-11
723,P8427866,8427866,2078-12-16
724,P96913812,96913812,1907-11-05
725,P89097690,89097690,1578-02-09
726,P30610387,30610387,2511-03-28
727,P82833397,82833397,1839-05-11
728,P44417757,44417757,2378-10-09
729,P28411273,28411273,3201-07-23
730,P57084224,57084224,1609-04-25
731,P6663538,6663538,1232-02-03
732,P99485909,99485909,1648-03-28
733,P50141319,50141319,2660-10-28
734,P97184471,97184471,3215-09-05
735,P2652393,2652393,1379-06-06
736,P85737439,85737439,1316-02-28
737,P17810638,17810638,2475-09-28
738,P63603014,63603014,2737-08-11
739,P41024534,41024534,3078-08-26
740,P761268,761268,3679-10-23
741,P18737574,18737574,3824-09-22
742,P10081252,10081252,1569-07-06
743,P85625032,85625032,3487-03-30
744,P89999911,89999911,3608-12-30
745,P55200018,55200018,1253-09-06
746,P46535098,46535098,1483-11-26
747,P78023377,78023377,3059-03-01
748,P34493918,34493918,3921-09-27
749,P14594009,14594009,1190-04-06
750,P79209081,79209081,3870-06-29
751,P72930172,72930172,2248-06-12
752,P69518609,69518609,1515-07-10
753,P11493524,11493524,2088-06-07
754,P18763111,18763111,1477-12-04
755,P45050283,45050283,2748-12-09
756,P33777332,33777332,3175-08-10
757,P21951855,21951855,3598-09-03
758,P63189655,63189655,3067-06-08
759,P32590091,32590091,3126-04-17
760,P17751590,17751590,1177-01-27
761,P13522044,13522044,2240-12-14
762,P39840280,39840280,3065-11-26
763,P16697578,16697578,3800-02-18
764,P15073782,15073782,2113-07-15
765,P50673307,50673307,3056-12-28
766,P91226110,91226110,1897-11-26
767,P98896035,98896035,3757-04-12
768,P60377648,60377648,2682-04-10
769,P97137581,97137581,2195-02-09
770,P60011852,60011852,2498-09-03
771,P11081305,11081305,1844-06-14
772,P19017703,19017703,2450-03-18
773,P16661470,16661470,1967-05-12
774,P8599875,8599875,1516-06-05
775,P77206921,77206921,3812-05-28
776,P13372714,13372714,2206-11-22
